type_label,org_id,organization,relation_id,news_item_id,outlet_id,media_layer,visibility_type,direct_quote,source_prominence,source_function_primary,substantive_interpretation,resource_routing,mobilization_uptake,fundraising_uptake,service_uptake,legal_information_uptake,verification_status
advocacy,D2-01,ACLU of Minnesota,R0048,STY-55CD48156365,NEWS001,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,D2-01,ACLU of Minnesota,R0019,STY-3136CCA56693,NEWS002,local_regional,direct_quote,1,primary,legal_guidance_source,1,1,0,0,1,1,verified
advocacy,D2-01,ACLU of Minnesota,R0101,STY-C0E3B50FF40D,NEWS003,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,D2-01,ACLU of Minnesota,R0029,STY-3FD4FADD113B,NEWS006,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,D2-01,ACLU of Minnesota,R0035,STY-43DBE96BD6E7,NEWS006,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,D2-01,ACLU of Minnesota,R0095,STY-A9A4C77BE15B,NEWS006,local_regional,direct_quote,1,supporting,advocacy_source,1,0,1,0,0,0,verified
advocacy,D2-01,ACLU of Minnesota,R0072,STY-755DE49009B8,NEWS007,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,1,0,0,1,verified
advocacy,D2-01,ACLU of Minnesota,R0026,STY-377E465ED001,NEWS010,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,D2-01,ACLU of Minnesota,R0039,STY-4BE32E77757E,NEWS010,local_regional,named_mention,0,primary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,D2-01,ACLU of Minnesota,R0114,STY-E702A3A0BF1C,NEWS010,local_regional,named_mention,0,secondary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,D2-01,ACLU of Minnesota,R0115,STY-E9599798CBC3,NEWS010,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,D2-01,ACLU of Minnesota,R0112,STY-DF55FE4B958C,NEWS011,local_regional,named_mention,0,primary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0016,STY-2DC66D7F6B6E,NEWS001,local_regional,direct_quote,1,supporting,legal_expert,1,0,0,0,0,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0030,STY-41EDF46ABCF6,NEWS001,local_regional,direct_quote,1,supporting,legal_policy_expert,1,1,0,0,1,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0078,STY-7D8AF35DB59B,NEWS001,local_regional,resource_listing,0,supporting,resource_legal_source,0,1,0,0,1,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0099,STY-BC49FDBC8F33,NEWS001,local_regional,direct_quote,1,supporting,legal_expert,1,1,0,0,1,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0058,STY-676354754AAF,NEWS002,local_regional,direct_quote,1,supporting,legal_policy_expert,1,0,0,0,0,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0090,STY-951C939203E6,NEWS002,local_regional,beneficiary_or_partner,0,supporting,collective_action_destination,0,0,1,1,0,0,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0119,STY-F5AC37C97E07,NEWS002,local_regional,resource_listing,0,resource_only,legal_service_partner,0,1,0,0,1,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0042,STY-4FB3FF83A8B3,NEWS004,local_regional,direct_quote,1,supporting,legal_policy_expert,1,0,0,0,0,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0032,STY-42073B28230B,NEWS007,local_regional,direct_quote,1,supporting,service_provider,1,1,0,0,1,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0108,STY-D29BEB385398,NEWS007,local_regional,direct_quote,1,supporting,legal_expert,1,1,0,0,1,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0012,STY-2414DB20A2A0,NEWS010,local_regional,direct_quote,1,supporting,legal_expert,1,0,0,0,0,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0076,STY-77075C6C427B,NEWS011,local_regional,beneficiary_or_partner,0,supporting,collective_action_destination,0,0,1,1,0,0,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0077,STY-79537F4CC6A5,NEWS011,local_regional,beneficiary_or_partner,0,supporting,collective_action_destination,0,0,1,1,0,0,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0096,STY-AF60415BA0AC,NEWS011,local_regional,beneficiary_or_partner,0,supporting,collective_action_destination,0,0,1,1,0,0,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0046,STY-543E7F9EC3B3,NEWS031,national_amplification,direct_quote,1,supporting,legal_expert,1,1,0,0,1,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0069,STY-7052A7220650,NEWS031,national_amplification,paraphrase,0,supporting,legal_expert,0,0,0,0,0,1,verified
advocacy,TC057,Immigrant Law Center of Minnesota,R0063,STY-693B4CC2B52A,NEWS047,national_amplification,direct_quote,1,supporting,legal_expert,1,0,0,0,0,1,verified
advocacy,TC058,Mid-Minnesota Legal Aid,R0084,STY-89B26927F99A,NEWS003,local_regional,direct_quote,1,supporting,legal_guidance_source,1,1,0,0,1,1,verified
advocacy,TC058,Mid-Minnesota Legal Aid,R0117,STY-F0A55E72BE26,NEWS003,local_regional,direct_quote,1,supporting,legal_service_intermediary,1,1,0,0,1,1,verified
advocacy,TC058,Mid-Minnesota Legal Aid,R0044,STY-532733DA5C25,NEWS004,local_regional,resource_listing,0,resource_only,legal_resource_source,0,1,0,0,1,1,verified
advocacy,TC058,Mid-Minnesota Legal Aid,R0017,STY-2EBB77224EB1,NEWS015,community_ethnic,direct_quote,1,supporting,legal_service_intermediary,1,1,0,0,1,1,verified
advocacy,TC058,Mid-Minnesota Legal Aid,R0034,STY-43BE58F8A044,NEWS046,national_amplification,direct_quote,1,supporting,legal_guidance_source,1,1,0,0,1,1,verified
advocacy,TC064,The Advocates for Human Rights,R0027,STY-384FE779B49A,NEWS001,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,TC064,The Advocates for Human Rights,R0049,STY-55CD48156365,NEWS001,local_regional,direct_quote,1,supporting,legal_expert,1,0,0,0,0,1,verified
advocacy,TC064,The Advocates for Human Rights,R0111,STY-DE1E5A93F787,NEWS001,local_regional,direct_quote,1,primary,legal_advocacy_source,1,1,0,0,1,1,verified
advocacy,TC064,The Advocates for Human Rights,R0062,STY-68B4FC695BD7,NEWS002,local_regional,named_mention,0,secondary,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,TC064,The Advocates for Human Rights,R0088,STY-8E4B98EE8918,NEWS003,local_regional,direct_quote,1,supporting,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,TC064,The Advocates for Human Rights,R0033,STY-42073B28230B,NEWS007,local_regional,direct_quote,1,supporting,legal_expert,1,1,0,0,1,1,verified
advocacy,TC064,The Advocates for Human Rights,R0047,STY-54BBCF0FA316,NEWS011,local_regional,direct_quote,1,supporting,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,TC064,The Advocates for Human Rights,R0073,STY-75D090F89A94,NEWS011,local_regional,direct_quote,1,supporting,legal_advocacy_source,1,0,0,0,0,1,verified
advocacy,TC064,The Advocates for Human Rights,R0081,STY-82FD2BE7B36D,NEWS011,local_regional,beneficiary_or_partner,0,supporting,documentation_intermediary,0,1,0,0,1,0,verified
advocacy,TC064,The Advocates for Human Rights,R0085,STY-8C30649B0EAB,NEWS011,local_regional,beneficiary_or_partner,0,supporting,collective_action_destination,0,0,1,1,0,0,verified
advocacy,TC064,The Advocates for Human Rights,R0102,STY-C2C4EFE3EDD3,NEWS011,local_regional,beneficiary_or_partner,0,supporting,collective_action_destination,0,0,1,1,0,0,verified
advocacy,TC064,The Advocates for Human Rights,R0070,STY-7052A7220650,NEWS031,national_amplification,direct_quote,1,supporting,legal_expert,1,0,0,0,0,1,verified
advocacy,TC075,Unidos MN,R0091,STY-9E3663038117,NEWS001,local_regional,direct_quote,1,primary,advocacy_source,1,1,1,0,1,1,verified
advocacy,TC075,Unidos MN,R0079,STY-7F204E373737,NEWS004,local_regional,direct_quote,1,primary,advocacy_source,1,1,1,0,1,1,verified
advocacy,TC075,Unidos MN,R0120,STY-F637300E7C9B,NEWS006,local_regional,direct_quote,1,primary,advocacy_source,1,1,1,0,1,1,verified
advocacy,TC075,Unidos MN,R0050,STY-566C3F14F34F,NEWS010,local_regional,direct_quote,1,supporting,community_intermediary,1,1,0,0,1,0,verified
advocacy,TC075,Unidos MN,R0065,STY-6E6145534C33,NEWS010,local_regional,direct_quote,1,primary,community_mobilization_source,1,0,1,0,0,0,verified
advocacy,TC078,Jewish Community Action,R0007,STY-14A4AF92CC45,NEWS017,community_ethnic,direct_quote,1,supporting,faith_advocacy_source,1,0,1,0,0,0,verified
advocacy,TC078,Jewish Community Action,R0015,STY-29BDFA5FEC1A,NEWS017,community_ethnic,direct_quote,1,supporting,faith_advocacy_source,1,0,1,0,0,0,verified
advocacy,TC078,Jewish Community Action,R0086,STY-8CD8D933652B,NEWS017,community_ethnic,named_mention,0,passing,faith_mobilization_source,0,0,1,0,0,0,verified
advocacy,TC078,Jewish Community Action,R0093,STY-A59243E6FAA7,NEWS017,community_ethnic,named_mention,0,passing,faith_community_source,0,1,1,0,1,0,verified
advocacy,TC078,Jewish Community Action,R0113,STY-E42494A976C7,NEWS017,community_ethnic,resource_listing,0,resource_only,mutual_aid_coordination_source,0,1,1,0,1,0,verified
advocacy,TC078,Jewish Community Action,R0106,STY-D1EB27037DBF,NEWS045,national_amplification,named_mention,0,supporting,mobilization_source,0,0,1,0,0,0,verified
advocacy,TC082,Coalition of Asian American Leaders (CAAL),R0037,STY-4AB9FF9A4B46,NEWS019,community_ethnic,named_mention,0,supporting,community_advocacy_source,0,0,1,0,0,0,verified
advocacy,TC082,Coalition of Asian American Leaders (CAAL),R0020,STY-366842B20EE9,NEWS051,national_amplification,direct_quote,1,supporting,affected_community_intermediary,1,0,0,0,0,0,verified
advocacy,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),R0051,STY-5763FAF72846,NEWS001,local_regional,named_mention,0,primary,community_mobilization_source,1,0,1,0,0,0,verified
advocacy,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),R0067,STY-6F84D2CD9A9E,NEWS001,local_regional,named_mention,0,primary,community_mobilization_source,1,0,1,0,0,0,verified
advocacy,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),R0100,STY-BF593E6BEE1A,NEWS001,local_regional,direct_quote,1,primary,community_mobilization_source,1,0,1,0,0,0,verified
advocacy,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),R0109,STY-D75324E86CB8,NEWS001,local_regional,direct_quote,1,supporting,advocacy_source,1,0,1,0,0,0,verified
advocacy,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),R0059,STY-676354754AAF,NEWS002,local_regional,direct_quote,1,supporting,community_mobilization_source,1,0,1,0,0,0,verified
advocacy,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),R0043,STY-526CE2A63B34,NEWS004,local_regional,direct_quote,1,supporting,mobilization_source,1,0,1,0,0,0,verified
advocacy,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),R0009,STY-195109B639FA,NEWS022,community_ethnic,direct_quote,1,supporting,affected_community_intermediary,1,0,0,0,0,0,verified
advocacy,TC084,Minnesota Immigrant Rights Action Committee (MIRAC),R0053,STY-582F1201D0D2,NEWS028,national_amplification,named_mention,0,supporting,mobilization_source,0,0,1,0,0,0,verified
civil_rights_human_rights,D2-01,ACLU of Minnesota,R0048,STY-55CD48156365,NEWS001,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
civil_rights_human_rights,D2-01,ACLU of Minnesota,R0019,STY-3136CCA56693,NEWS002,local_regional,direct_quote,1,primary,legal_guidance_source,1,1,0,0,1,1,verified
civil_rights_human_rights,D2-01,ACLU of Minnesota,R0101,STY-C0E3B50FF40D,NEWS003,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
civil_rights_human_rights,D2-01,ACLU of Minnesota,R0029,STY-3FD4FADD113B,NEWS006,local_regional,direct_quote,1,primary,legal_advocacy_source,1,0,0,0,0,1,verified
